-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2021 
Location: Latitude  12.967   Longitude 77.586 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2000,2,3,23.6,11.77,17.69,25.63,16.9,33.08,16.19,9.89,58.62,0.02,91.96,4.07,6.12,2.45,3.67,113.81
2000,2,4,24.47,14.3,19.38,26.64,15.72,33.11,17.39,11.35,61.0,0.36,91.86,4.48,5.87,2.82,3.05,131.75
2000,2,5,26.08,14.81,20.44,28.83,15.17,34.06,18.89,11.72,56.81,0.01,91.7,2.14,4.18,0.98,3.2,186.62
2000,2,6,25.46,14.23,19.85,28.08,13.28,32.75,19.48,11.29,54.69,0.32,91.68,2.09,4.1,0.42,3.68,204.25
2000,2,7,25.83,13.45,19.64,28.72,14.07,33.12,19.05,10.68,51.31,0.1,91.64,1.18,2.12,0.12,2.01,150.81
2000,2,8,25.99,14.43,20.21,28.55,13.38,33.03,19.65,11.41,53.44,0.16,91.58,2.76,3.8,1.27,2.54,181.31
2000,2,9,25.53,14.16,19.85,28.67,14.2,32.93,18.73,11.11,52.94,0.09,91.68,2.62,5.01,0.67,4.34,181.38
2000,2,10,25.81,14.17,19.99,28.75,14.07,33.1,19.02,11.11,52.62,0.0,91.71,3.45,5.88,1.46,4.42,152.31
2000,2,11,25.65,14.55,20.1,28.41,13.45,32.43,18.98,11.35,53.69,0.0,91.7,2.37,5.1,0.62,4.48,162.5
2000,2,12,25.92,14.32,20.12,28.69,12.37,32.51,20.14,11.17,51.81,0.0,91.65,2.66,5.39,1.54,3.85,144.75
2000,2,13,24.8,13.36,19.08,27.23,13.41,32.14,18.73,10.56,53.06,0.0,91.61,4.7,6.23,3.12,3.12,140.44
2000,2,14,23.81,9.74,16.77,26.0,17.55,33.23,15.68,8.42,48.75,0.0,91.67,4.92,6.49,2.73,3.76,114.25
2000,2,15,23.55,7.71,15.63,25.58,16.35,32.79,16.44,7.75,47.44,0.0,91.76,5.45,6.44,4.28,2.16,96.0
2000,2,16,23.78,9.96,16.87,26.09,17.82,33.21,15.39,8.61,50.69,0.0,91.8,4.45,5.38,3.11,2.27,88.94
2000,2,17,24.92,10.74,17.83,28.0,18.26,34.42,16.17,9.03,49.44,0.0,91.61,2.38,5.39,0.64,4.75,81.5
2000,2,18,25.44,9.18,17.3,27.83,17.12,33.97,16.86,8.06,41.0,0.0,91.57,2.6,5.5,0.95,4.55,188.69
2000,2,19,25.67,6.25,15.96,27.8,16.42,34.45,18.02,6.53,32.19,0.0,91.53,1.89,2.55,1.35,1.2,231.25
2000,2,20,25.28,8.65,16.96,27.44,16.48,34.02,17.54,7.81,40.19,0.01,91.49,2.05,3.06,1.12,1.95,210.0
2000,2,21,25.57,11.82,18.69,28.13,15.48,33.23,17.75,9.58,45.94,0.03,91.53,2.98,6.39,1.4,4.98,179.75
2000,2,22,25.15,15.01,20.08,27.65,11.37,30.92,19.55,11.72,56.81,0.02,91.61,3.67,6.15,1.85,4.3,132.06
2000,2,23,24.86,16.48,20.67,27.3,12.05,31.95,19.9,12.88,63.94,1.67,91.64,4.38,5.65,2.97,2.68,111.38
2000,2,24,24.81,18.23,21.52,27.27,11.69,31.89,20.2,14.4,70.81,5.19,91.69,3.24,5.16,1.41,3.74,113.0
2000,2,25,23.55,18.95,21.25,24.8,7.51,27.96,20.45,15.01,77.12,17.29,91.64,3.12,6.14,1.05,5.1,153.0
2000,2,26,22.22,19.6,20.9,22.67,4.88,25.23,20.37,15.62,85.75,19.28,91.48,2.56,5.33,0.7,4.62,93.88
2000,2,27,21.62,18.67,20.15,22.0,5.62,25.07,19.46,14.77,84.19,6.69,91.58,4.91,7.05,2.57,4.48,82.38
2000,2,28,23.34,17.84,20.59,24.85,12.35,30.69,18.33,13.98,74.5,0.73,91.78,5.48,6.87,3.34,3.53,86.44
2000,2,29,23.15,15.3,19.23,24.79,14.01,31.06,17.05,11.9,66.0,0.04,91.83,4.93,6.43,3.57,2.86,82.25
2000,3,1,22.18,6.34,14.26,23.27,16.91,31.79,14.88,7.02,46.19,0.0,91.8,4.51,6.52,2.56,3.95,81.06
2000,3,2,21.64,5.02,13.33,22.43,19.55,32.28,12.73,6.1,39.69,0.0,91.78,3.12,3.67,2.18,1.5,89.31
2000,3,3,22.53,4.37,13.44,23.05,19.07,33.43,14.36,5.92,39.19,0.0,91.79,3.69,5.83,1.12,4.71,99.56
2000,3,4,23.02,5.35,14.19,23.69,18.04,33.16,15.12,6.23,37.62,0.0,91.77,3.79,5.17,2.09,3.09,113.31
2000,3,5,22.84,4.55,13.69,23.87,19.24,33.2,13.95,5.92,37.12,0.0,91.69,4.18,5.62,2.86,2.77,99.31
2000,3,6,22.23,4.57,13.4,23.69,19.8,33.01,13.2,6.04,40.44,0.0,91.64,2.84,4.18,2.12,2.06,109.81
2000,3,7,22.15,9.69,15.91,23.76,18.44,31.59,13.16,8.42,53.5,0.0,91.72,2.45,4.65,1.16,3.49,102.19
2000,3,8,24.8,14.49,19.65,26.84,15.77,33.1,17.32,11.47,60.0,0.0,91.7,1.99,4.09,0.27,3.82,187.44
2000,3,9,25.66,14.91,20.29,28.37,15.5,34.02,18.52,11.78,57.81,0.0,91.64,2.55,4.47,0.41,4.07,160.62
2000,3,10,26.11,14.48,20.3,28.75,15.99,34.57,18.57,11.47,55.88,0.0,91.62,2.73,5.46,0.85,4.61,105.94
2000,3,11,26.15,16.1,21.12,28.89,15.36,33.73,18.38,12.57,58.56,0.0,91.68,2.45,5.05,0.91,4.15,120.62
2000,3,12,27.26,15.65,21.46,30.05,14.17,34.2,20.04,12.21,52.88,0.0,91.59,2.73,5.15,1.3,3.84,166.12
2000,3,13,26.65,15.91,21.28,28.99,11.92,32.78,20.86,12.39,54.12,0.0,91.53,2.36,4.32,0.8,3.52,181.81
2000,3,14,26.58,14.24,20.4,29.37,13.81,33.44,19.62,11.17,50.0,0.0,91.62,1.97,3.39,0.96,2.43,140.94
2000,3,15,26.94,13.16,20.05,29.73,13.3,33.71,20.41,10.44,46.12,0.0,91.65,1.84,3.3,0.47,2.84,139.19
2000,3,16,27.01,13.55,20.28,30.14,16.67,35.32,18.65,10.68,48.56,0.0,91.58,2.63,5.63,1.05,4.59,121.69
2000,3,17,27.16,13.07,20.12,30.08,15.96,35.19,19.23,10.38,46.0,0.0,91.5,3.55,5.37,1.78,3.59,146.5
2000,3,18,27.6,13.66,20.63,31.01,15.52,35.37,19.85,10.74,46.38,0.0,91.56,3.23,5.98,1.27,4.71,151.81
2000,3,19,27.65,12.83,20.24,31.03,15.68,35.21,19.52,10.13,43.81,0.0,91.62,3.24,5.87,1.23,4.63,148.69
2000,3,20,27.84,11.45,19.65,31.01,16.06,36.03,19.97,9.28,39.88,0.0,91.56,4.08,6.55,2.34,4.21,134.5
2000,3,21,27.15,10.13,18.64,30.2,17.2,36.05,18.85,8.67,40.69,0.0,91.65,3.67,6.47,2.23,4.24,136.38
2000,3,22,26.38,9.87,18.13,28.95,17.24,35.84,18.61,8.79,45.06,0.0,91.71,4.39,6.67,2.3,4.36,127.69
2000,3,23,25.95,9.76,17.85,28.39,18.44,35.48,17.04,8.73,46.12,0.0,91.69,4.88,6.34,3.15,3.19,114.31
2000,3,24,26.48,12.49,19.48,28.98,17.48,35.48,18.01,10.19,50.56,0.0,91.71,4.66,6.11,2.18,3.94,108.62
2000,3,25,26.78,6.4,16.59,28.7,17.55,36.3,18.75,7.26,38.12,0.0,91.73,4.66,7.24,0.5,6.73,99.25
2000,3,26,26.61,8.23,17.41,28.74,18.12,35.37,17.26,7.81,39.25,0.05,91.72,5.14,6.95,1.98,4.97,89.94
2000,3,27,26.83,9.42,18.13,29.05,16.99,35.14,18.15,8.18,37.69,0.0,91.7,5.14,7.34,2.4,4.93,87.19
2000,3,28,26.33,10.96,18.65,28.33,16.7,34.35,17.65,9.03,43.5,0.0,91.67,4.71,6.3,2.44,3.87,81.0
2000,3,29,26.96,9.72,18.34,29.05,16.16,35.09,18.93,8.3,38.06,0.0,91.67,4.64,6.67,2.41,4.27,77.56
2000,3,30,27.26,7.18,17.22,29.47,18.56,36.63,18.07,7.08,33.44,0.0,91.58,3.76,5.28,1.3,3.98,72.94
2000,3,31,27.55,8.31,17.93,29.71,18.11,37.08,18.98,7.75,36.12,0.0,91.47,4.17,7.07,0.98,6.09,102.62
2000,4,1,27.23,12.97,20.1,29.24,15.91,35.7,19.8,10.5,47.19,2.97,91.39,4.09,6.17,0.53,5.64,77.25
2000,4,2,27.19,17.69,22.44,30.12,14.39,35.29,20.9,13.98,60.94,0.07,91.45,4.02,6.29,1.71,4.58,102.38
2000,4,3,26.05,19.26,22.65,27.83,10.37,32.47,22.1,15.38,69.75,8.05,91.53,3.56,5.16,2.29,2.87,134.94
2000,4,4,26.83,17.53,22.18,29.12,14.39,34.69,20.3,13.85,62.75,0.26,91.51,2.73,5.55,0.27,5.29,142.75
2000,4,5,27.43,14.1,20.76,29.51,15.34,36.09,20.76,11.41,52.0,0.0,91.5,3.41,6.52,0.41,6.12,134.88
2000,4,6,26.94,11.93,19.44,28.69,16.12,35.94,19.81,9.7,45.44,0.0,91.48,3.75,6.16,1.16,5.0,133.44
2000,4,7,27.1,12.82,19.96,29.5,17.95,36.97,19.01,10.68,52.12,0.02,91.66,4.11,6.55,2.42,4.12,144.06
2000,4,8,27.34,11.45,19.4,29.71,18.27,37.08,18.81,9.77,47.06,0.0,91.72,3.23,5.45,1.69,3.76,131.25
2000,4,9,28.82,9.83,19.33,31.24,17.64,38.16,20.52,8.48,35.88,0.07,91.57,3.23,4.61,1.99,2.62,130.88
2000,4,10,29.88,13.38,21.63,32.69,15.68,37.7,22.03,10.56,39.25,0.85,91.48,2.59,4.56,1.02,3.55,175.0
2000,4,11,30.75,12.49,21.62,33.39,14.88,37.9,23.02,9.95,34.62,0.36,91.41,2.77,4.93,1.12,3.8,158.25
2000,4,12,31.29,12.63,21.96,34.65,15.21,38.69,23.48,10.07,34.25,1.02,91.4,2.15,4.69,0.3,4.38,148.5
2000,4,13,28.46,18.75,23.61,30.27,9.66,33.56,23.9,14.95,58.19,15.29,91.39,2.69,4.73,0.44,4.29,243.0
2000,4,14,27.23,18.13,22.69,28.65,12.63,33.46,20.83,14.34,60.44,2.1,91.34,2.91,4.78,0.55,4.23,248.44
2000,4,15,28.02,18.5,23.26,29.7,14.16,34.82,20.65,14.71,60.19,3.68,91.4,2.41,3.98,0.64,3.34,236.12
2000,4,16,28.65,18.15,23.4,30.73,13.35,35.16,21.81,14.4,56.69,0.67,91.48,2.02,3.25,0.88,2.36,182.31
2000,4,17,27.62,18.22,22.92,29.01,11.75,33.24,21.49,14.47,59.12,10.57,91.47,2.41,5.47,0.43,5.04,161.56
2000,4,18,27.26,17.99,22.62,28.73,10.5,32.85,22.34,14.22,60.06,1.5,91.56,1.96,3.02,0.73,2.29,138.38
2000,4,19,27.69,15.4,21.55,30.19,15.62,35.26,19.64,12.08,52.12,0.0,91.61,2.68,5.95,1.13,4.82,108.38
2000,4,20,27.51,15.84,21.68,29.5,12.95,34.26,21.3,12.39,52.56,0.0,91.54,2.61,4.46,1.72,2.74,138.0
2000,4,21,27.5,16.04,21.76,29.11,13.55,34.52,20.97,12.57,53.31,0.37,91.5,2.64,3.56,1.45,2.11,248.06
2000,4,22,28.46,12.76,20.61,30.3,17.48,37.24,19.76,10.31,43.81,0.0,91.49,2.96,5.04,0.87,4.17,149.75
2000,4,23,28.96,13.94,21.44,30.95,16.46,37.26,20.8,11.05,44.38,0.61,91.44,2.62,4.65,1.3,3.35,145.38
2000,4,24,26.7,17.21,21.95,27.59,6.95,30.16,23.21,13.49,57.0,0.17,91.54,3.53,6.66,1.46,5.2,255.38
2000,4,25,28.38,13.53,20.95,29.83,15.36,37.01,21.65,10.99,47.19,0.0,91.37,4.91,7.09,2.62,4.46,280.81
2000,4,26,29.07,13.34,21.2,30.81,17.71,38.09,20.38,10.74,44.81,0.0,91.34,4.65,7.67,2.65,5.03,224.25
2000,4,27,30.37,14.23,22.3,32.57,16.52,38.15,21.63,11.23,40.25,2.64,91.31,2.12,4.27,0.88,3.39,201.12
2000,4,28,30.71,15.58,23.15,32.95,16.05,38.55,22.5,12.27,44.19,0.04,91.33,3.36,5.91,1.52,4.38,236.19
2000,4,29,30.55,14.73,22.63,32.91,15.23,38.65,23.42,11.72,42.94,0.0,91.44,4.03,5.73,2.01,3.72,217.06
2000,4,30,30.87,15.09,22.98,33.69,15.05,38.8,23.76,11.84,42.31,0.01,91.48,3.56,7.57,1.94,5.63,185.88
2000,5,1,30.53,16.72,23.62,33.26,14.09,38.07,23.97,13.18,47.81,1.95,91.46,3.24,7.31,1.29,6.02,193.44
2000,5,2,30.76,15.05,22.9,33.4,12.3,37.57,25.27,11.84,41.38,0.16,91.47,2.26,4.0,0.9,3.1,182.69
2000,5,3,28.69,16.67,22.68,31.41,13.45,36.51,23.05,13.12,52.31,7.52,91.63,2.67,4.41,1.12,3.29,203.88
2000,5,4,27.55,17.67,22.61,29.65,12.57,34.47,21.9,13.98,59.44,0.63,91.55,2.28,4.02,0.29,3.73,146.69
2000,5,5,27.45,18.07,22.76,29.01,12.67,33.8,21.12,14.28,59.25,13.23,91.51,2.2,4.14,0.91,3.23,138.44
2000,5,6,27.41,17.94,22.67,29.24,12.34,33.59,21.25,14.16,59.81,1.67,91.57,2.32,4.83,0.35,4.48,135.88
2000,5,7,26.09,18.37,22.23,27.58,8.7,31.05,22.37,14.47,64.25,3.13,91.64,2.34,4.99,1.09,3.9,197.06
2000,5,8,24.15,19.11,21.63,25.55,7.97,29.33,21.36,15.14,74.94,0.27,91.62,3.16,4.51,1.71,2.8,231.94
2000,5,9,24.08,17.85,20.97,25.37,6.44,27.55,21.12,14.04,69.75,0.15,91.63,1.65,3.39,0.28,3.11,153.38
2000,5,10,26.3,17.82,22.06,27.68,13.16,33.15,19.98,14.1,62.81,7.14,91.51,2.05,2.69,1.19,1.5,282.62
2000,5,11,24.87,19.53,22.2,25.83,7.6,29.04,21.44,15.56,73.94,0.73,91.54,2.92,4.65,1.71,2.93,266.25
2000,5,12,26.26,18.52,22.39,28.01,11.35,32.19,20.84,14.65,65.38,0.01,91.55,2.94,4.13,1.41,2.73,249.56
2000,5,13,27.23,17.78,22.51,29.31,12.81,33.74,20.93,13.98,59.88,0.0,91.55,3.38,5.3,1.55,3.76,272.69
2000,5,14,28.18,16.76,22.48,30.33,15.63,35.89,20.26,13.18,54.5,0.0,91.51,4.02,6.64,1.38,5.25,289.12
2000,5,15,28.38,15.59,21.98,30.24,14.3,36.02,21.73,12.21,49.62,0.01,91.52,5.16,6.52,3.58,2.94,280.88
2000,5,16,26.14,17.7,21.92,27.73,11.59,32.89,21.3,13.92,63.06,4.6,91.63,5.63,6.77,3.65,3.12,272.25
2000,5,17,24.54,18.33,21.43,25.62,9.54,30.15,20.61,14.47,70.75,0.29,91.62,5.76,7.68,4.41,3.27,259.69
2000,5,18,25.97,16.87,21.42,27.55,13.52,33.84,20.33,13.24,62.0,0.0,91.5,6.75,9.0,4.77,4.23,260.06
2000,5,19,25.8,17.62,21.71,27.51,13.37,33.33,19.96,13.85,64.5,0.76,91.45,6.36,8.69,4.41,4.27,260.75
2000,5,20,26.48,17.63,22.06,28.33,13.37,34.21,20.84,13.85,62.62,0.04,91.44,6.34,8.02,4.91,3.1,277.5
2000,5,21,26.98,17.45,22.22,29.15,13.92,34.63,20.71,13.73,60.5,0.35,91.41,5.75,7.07,4.7,2.37,278.5
2000,5,22,27.76,17.7,22.73,30.03,14.09,35.05,20.95,13.92,58.06,0.0,91.38,5.21,7.54,2.98,4.55,288.38
2000,5,23,27.11,18.62,22.86,29.26,11.76,33.29,21.53,14.77,62.62,1.93,91.36,3.53,5.32,1.58,3.74,289.56
2000,5,24,25.34,19.71,22.52,26.43,6.09,28.78,22.69,15.81,72.12,1.35,91.42,2.32,5.33,0.51,4.82,276.44
2000,5,25,25.32,18.94,22.12,26.67,7.95,29.99,22.04,15.08,69.56,0.17,91.41,3.02,4.88,1.16,3.72,282.25
2000,5,26,25.6,19.28,22.44,27.54,9.92,31.72,21.8,15.38,70.44,1.71,91.28,3.55,5.02,2.09,2.92,227.19
2000,5,27,24.61,19.61,22.11,25.74,7.03,29.01,21.98,15.69,75.12,0.09,91.32,3.91,5.11,2.69,2.42,270.38
2000,5,28,23.48,17.94,20.71,24.57,7.35,27.44,20.09,14.1,72.25,0.05,91.44,4.58,6.05,2.74,3.3,256.31
2000,5,29,24.62,17.9,21.26,26.64,10.39,30.74,20.36,14.04,68.56,0.0,91.52,3.84,5.54,2.1,3.44,256.06
2000,5,30,22.8,18.05,20.42,24.11,6.1,26.22,20.12,14.22,75.31,1.75,91.57,3.61,5.47,1.68,3.8,268.69
2000,5,31,23.17,19.33,21.25,23.78,6.49,27.03,20.54,15.38,80.31,10.94,91.45,4.16,6.98,1.64,5.34,298.88
2000,6,1,22.98,19.17,21.07,23.62,6.55,26.83,20.28,15.26,80.38,11.14,91.31,4.58,5.72,2.81,2.91,279.38
2000,6,2,22.95,18.51,20.73,23.75,9.2,28.06,18.87,14.65,77.81,3.58,91.22,5.28,7.98,3.13,4.84,266.94
2000,6,3,23.39,19.07,21.23,24.27,8.95,29.16,20.22,15.2,78.75,11.19,91.1,6.19,9.02,3.95,5.08,276.62
2000,6,4,22.36,17.99,20.18,22.95,7.82,27.34,19.52,14.22,77.81,1.43,91.03,6.8,8.59,5.17,3.41,267.75
2000,6,5,22.64,18.8,20.72,23.18,7.32,26.97,19.65,14.95,79.94,0.1,90.85,8.52,10.68,5.45,5.24,256.69
2000,6,6,23.47,19.54,21.5,23.87,6.0,26.51,20.51,15.69,79.44,1.43,90.79,10.91,13.34,6.9,6.45,237.5
2000,6,7,23.8,18.89,21.35,24.57,7.48,28.01,20.54,15.08,75.44,0.4,91.09,10.52,12.87,8.12,4.75,240.62
2000,6,8,24.36,17.7,21.03,25.7,10.17,30.32,20.15,13.92,69.5,0.09,91.32,9.12,12.01,5.34,6.66,249.25
2000,6,9,24.0,18.19,21.09,25.17,9.63,29.4,19.76,14.34,72.38,0.15,91.4,7.88,10.73,5.34,5.39,252.38
2000,6,10,22.15,16.88,19.51,23.13,7.61,26.18,18.57,13.18,73.69,0.2,91.47,7.66,10.04,5.63,4.41,246.94
2000,6,11,21.52,17.3,19.4,22.28,7.79,26.37,18.58,13.55,78.06,0.84,91.46,8.23,10.34,6.49,3.85,251.88
2000,6,12,22.05,17.63,19.84,23.14,9.27,27.86,18.59,13.79,77.75,8.89,91.55,7.56,9.84,4.89,4.95,267.0
2000,6,13,22.8,17.15,19.98,24.06,11.14,28.98,17.84,13.37,73.12,0.07,91.62,6.68,8.79,4.56,4.23,271.88
2000,6,14,23.05,17.07,20.06,24.07,10.27,28.8,18.52,13.31,71.88,1.2,91.63,6.88,9.52,4.29,5.23,273.38
2000,6,15,23.74,17.39,20.57,24.88,11.12,29.89,18.77,13.61,70.75,0.04,91.55,5.67,7.85,2.9,4.95,279.88
2000,6,16,24.79,18.68,21.73,26.18,11.01,31.15,20.14,14.77,72.0,7.48,91.47,5.82,8.66,3.96,4.7,283.5
2000,6,17,24.37,17.93,21.15,25.64,10.95,30.69,19.75,14.1,70.62,0.27,91.44,6.97,9.15,5.0,4.14,279.06
2000,6,18,24.53,18.07,21.3,25.87,11.56,31.02,19.46,14.28,70.5,2.04,91.31,6.96,9.15,4.05,5.1,271.94
2000,6,19,24.19,19.24,21.71,25.05,8.98,29.44,20.48,15.38,75.94,1.81,91.22,6.59,9.01,4.33,4.68,264.62
2000,6,20,24.31,19.51,21.91,25.24,9.41,29.8,20.39,15.62,76.62,0.2,91.21,6.12,8.2,4.63,3.56,259.31
2000,6,21,23.33,19.55,21.44,23.83,6.09,26.87,20.78,15.62,80.19,1.52,91.35,4.75,6.23,2.49,3.74,288.31
