-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2021 
Location: Latitude  23.266   Longitude 77.413 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 475.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M
2000,2,2,19.9,-4.12,7.89,19.31,18.58,29.35,10.77,2.99,23.06,0.0,95.78,2.16,3.59,0.97,2.62,230.94
2000,2,3,21.42,-0.57,10.43,20.25,15.01,29.99,14.98,3.91,23.5,0.0,95.96,1.88,3.22,0.65,2.57,284.62
2000,2,4,20.41,2.44,11.43,20.32,17.57,29.63,12.06,4.76,32.25,0.0,95.74,3.73,6.77,1.47,5.31,275.06
2000,2,5,18.12,5.46,11.8,19.01,13.27,25.64,12.37,6.04,45.62,0.0,95.61,4.52,6.79,3.02,3.77,256.44
2000,2,6,16.46,-2.39,7.03,18.01,18.2,26.26,8.07,3.36,30.94,0.0,95.8,2.98,4.35,0.91,3.43,119.0
2000,2,7,16.71,-2.06,7.33,17.98,18.74,26.83,8.09,3.42,31.5,0.0,95.85,2.74,4.08,1.05,3.02,98.94
2000,2,8,17.07,-3.63,6.72,18.22,19.16,27.46,8.3,3.05,26.88,0.0,95.78,2.99,4.04,0.45,3.59,121.12
2000,2,9,16.95,-4.9,6.03,17.81,18.44,26.79,8.34,2.75,24.19,0.0,95.92,3.14,4.49,1.77,2.71,92.31
2000,2,10,18.4,-4.7,6.84,18.83,20.66,29.29,8.62,2.75,22.56,0.0,95.69,3.73,5.34,3.05,2.29,185.06
2000,2,11,17.64,3.98,10.81,18.54,15.29,26.02,10.73,5.43,42.06,0.0,95.6,4.21,6.71,2.88,3.84,296.31
2000,2,12,16.58,-1.81,7.38,17.95,17.84,26.24,8.4,3.54,33.0,0.0,95.81,2.69,3.8,0.89,2.92,115.88
2000,2,13,16.09,-5.91,5.09,17.46,18.22,25.93,7.71,2.5,23.19,0.0,95.92,3.84,5.65,1.62,4.03,91.81
2000,2,14,16.05,-5.77,5.14,17.48,18.77,26.38,7.6,2.56,23.5,0.0,96.09,3.87,5.84,0.88,4.96,88.69
2000,2,15,18.25,-4.81,6.72,18.87,22.79,29.81,7.03,2.81,21.44,0.0,95.99,3.22,5.02,1.66,3.36,139.0
2000,2,16,19.93,-6.15,6.89,20.69,20.64,31.1,10.46,2.56,16.75,0.0,95.75,3.22,4.13,1.38,2.75,191.69
2000,2,17,17.93,-9.56,4.19,18.65,18.86,28.4,9.55,1.89,15.69,0.03,95.67,3.65,5.38,2.51,2.87,203.25
2000,2,18,16.65,-13.49,1.58,17.51,20.2,27.32,7.12,1.28,11.62,0.0,95.74,3.48,4.13,1.83,2.3,255.62
2000,2,19,18.01,-11.02,3.5,18.88,20.09,28.31,8.21,1.65,13.0,0.0,95.7,2.8,4.76,0.16,4.6,107.38
2000,2,20,18.95,-7.09,5.94,19.65,20.8,29.76,8.96,2.26,18.12,0.02,95.5,3.48,5.98,0.55,5.43,101.94
2000,2,21,20.87,3.93,12.4,22.39,17.2,29.37,12.18,5.49,33.88,0.07,95.61,2.52,3.89,0.52,3.38,97.62
2000,2,22,21.12,-1.25,9.94,22.63,17.68,30.44,12.76,3.66,23.25,0.02,95.81,3.87,5.78,2.05,3.73,51.0
2000,2,23,20.26,-1.82,9.23,21.44,17.41,29.74,12.33,3.48,23.75,1.27,95.95,4.65,6.41,3.02,3.39,61.62
2000,2,24,19.69,-3.02,8.34,20.9,17.04,29.3,12.26,3.17,23.19,0.45,96.03,3.8,5.14,2.16,2.98,65.94
2000,2,25,19.68,-4.17,7.76,21.31,19.4,29.7,10.3,2.93,20.56,0.0,95.86,3.23,5.09,0.36,4.73,136.69
2000,2,26,19.34,-9.49,4.92,20.73,18.67,29.29,10.62,1.89,13.56,0.0,95.76,2.9,3.95,1.1,2.85,152.44
2000,2,27,20.24,-10.24,5.0,20.73,21.35,32.11,10.76,1.71,12.69,0.0,95.81,3.08,4.02,0.36,3.66,162.06
2000,2,28,22.83,-8.24,7.3,22.45,20.69,33.83,13.14,2.08,12.62,0.0,95.99,2.43,3.41,0.69,2.73,193.12
2000,2,29,25.44,-1.51,11.97,23.96,21.12,34.9,13.79,3.66,17.31,0.0,95.84,2.68,5.21,0.48,4.73,280.62
2000,3,1,25.82,1.08,13.45,26.34,19.94,36.1,16.17,4.33,21.81,0.0,95.54,4.42,6.37,2.92,3.45,283.25
2000,3,2,25.71,2.23,13.97,26.36,15.98,34.83,18.85,4.7,23.25,0.0,95.5,5.22,6.83,2.74,4.09,301.88
2000,3,3,24.97,1.65,13.31,26.02,18.94,34.73,15.8,4.52,24.0,0.0,95.58,4.09,5.77,2.8,2.98,291.81
2000,3,4,24.85,0.98,12.91,25.73,17.85,34.49,16.63,4.33,23.44,0.0,95.6,4.87,7.23,3.46,3.77,268.94
2000,3,5,22.08,-3.78,9.15,23.19,17.19,31.5,14.3,3.11,20.31,0.0,95.63,4.03,5.44,2.84,2.61,284.38
2000,3,6,22.24,-8.88,6.68,23.15,21.02,33.07,12.05,1.95,11.94,0.0,95.52,3.67,5.69,1.26,4.44,163.31
2000,3,7,22.34,-5.81,8.26,23.4,18.95,32.53,13.58,2.56,15.19,0.0,95.57,3.76,5.15,2.8,2.35,292.25
2000,3,8,21.62,-8.82,6.4,22.86,18.1,31.74,13.63,1.95,12.75,0.0,95.7,3.27,5.09,0.85,4.23,287.06
2000,3,9,20.44,-10.64,4.9,21.3,20.56,31.3,10.74,1.65,12.19,0.0,95.71,3.72,4.47,2.86,1.61,316.69
2000,3,10,24.02,-11.42,6.3,22.76,18.4,34.72,16.31,1.53,8.75,0.0,95.54,2.68,4.27,0.87,3.41,203.06
2000,3,11,24.98,1.15,13.06,25.76,19.2,35.05,15.86,4.52,21.88,0.0,95.38,5.45,7.9,3.97,3.93,272.88
2000,3,12,24.74,2.18,13.46,25.56,17.14,33.94,16.8,4.76,25.62,0.0,95.25,5.9,9.77,3.21,6.56,265.0
2000,3,13,22.84,2.12,12.48,23.72,14.45,30.87,16.42,4.76,28.12,0.0,95.23,5.32,8.09,2.61,5.48,268.94
2000,3,14,22.19,-5.31,8.44,23.44,18.67,32.08,13.4,2.69,17.62,0.0,95.63,2.99,4.27,2.29,1.97,240.75
2000,3,15,21.84,-8.9,6.47,22.89,20.06,32.23,12.16,1.95,13.56,0.0,95.77,3.7,4.56,2.91,1.65,183.88
2000,3,16,24.59,-10.65,6.98,24.17,18.48,34.59,16.12,1.65,8.94,0.0,95.55,2.55,3.46,1.95,1.52,188.38
2000,3,17,24.54,0.42,12.48,25.67,19.95,34.66,14.72,4.15,21.81,0.0,95.35,3.84,5.7,2.54,3.16,304.94
2000,3,18,24.07,-6.05,9.01,25.01,18.83,34.09,15.26,2.62,15.19,0.0,95.52,3.91,5.13,2.92,2.21,286.06
2000,3,19,23.87,-12.42,5.73,25.07,19.83,34.41,14.58,1.4,7.81,0.0,95.66,3.24,4.92,0.94,3.99,165.12
2000,3,20,23.69,-12.03,5.83,24.81,21.6,34.26,12.66,1.46,8.25,0.0,95.65,2.87,4.09,1.42,2.66,100.31
2000,3,21,24.94,-9.1,7.91,25.83,22.88,36.54,13.65,1.89,10.44,0.0,95.5,4.04,5.48,3.19,2.29,189.5
2000,3,22,26.46,-0.43,13.01,27.85,18.74,35.81,17.08,3.85,18.62,0.0,95.41,4.28,6.38,1.77,4.6,275.56
2000,3,23,24.26,-1.49,11.38,26.19,16.64,32.73,16.08,3.6,19.31,0.0,95.72,3.98,5.3,2.02,3.27,260.25
2000,3,24,23.06,-4.38,9.34,24.73,18.15,32.64,14.49,2.87,17.56,0.0,96.04,4.0,4.99,2.95,2.05,72.0
2000,3,25,23.03,-4.66,9.19,24.76,19.83,32.98,13.15,2.81,17.44,0.0,95.99,3.12,4.13,2.11,2.03,85.12
2000,3,26,24.15,-4.26,9.94,25.91,20.05,34.33,14.27,2.87,16.25,0.0,95.92,2.98,3.77,1.61,2.16,73.81
2000,3,27,24.91,-8.2,8.35,26.22,19.74,35.17,15.43,2.08,11.38,0.0,95.85,3.2,3.88,2.3,1.58,57.19
2000,3,28,25.85,-9.38,8.24,26.61,22.02,36.88,14.87,1.83,9.5,0.0,95.8,3.51,4.46,1.99,2.47,78.44
2000,3,29,27.09,-8.52,9.29,27.94,21.52,37.76,16.25,1.95,9.75,0.0,95.75,3.15,4.07,1.67,2.41,63.81
2000,3,30,28.78,-9.19,9.8,28.94,21.84,39.1,17.26,1.83,8.19,0.0,95.61,2.31,3.84,1.13,2.7,53.88
2000,3,31,30.38,-8.74,10.83,30.07,21.25,40.49,19.24,1.89,7.44,0.0,95.43,1.71,2.7,0.65,2.05,162.69
2000,4,1,30.98,-2.74,14.12,31.2,18.36,40.8,22.44,3.36,11.62,0.0,95.37,2.66,3.94,0.96,2.97,269.12
2000,4,2,29.83,-1.45,14.19,31.42,19.86,39.98,20.12,3.54,14.06,0.0,95.32,3.42,4.55,2.12,2.43,255.62
2000,4,3,29.68,-2.8,13.44,30.94,20.41,40.15,19.74,3.23,13.06,0.0,95.35,3.41,4.96,2.02,2.95,214.12
2000,4,4,30.47,-4.83,12.82,31.61,19.26,40.93,21.67,2.75,10.44,0.0,95.28,2.88,4.82,0.6,4.22,217.06
2000,4,5,30.32,-5.53,12.39,31.03,20.24,40.61,20.37,2.56,9.69,0.0,95.25,3.8,5.86,2.43,3.43,313.81
2000,4,6,29.5,-9.22,10.14,30.71,20.8,40.24,19.44,1.89,7.5,0.0,95.29,3.94,5.47,1.82,3.65,251.56
2000,4,7,30.92,-7.63,11.65,32.07,21.93,41.33,19.4,2.2,7.69,0.0,95.46,2.29,3.88,1.12,2.77,128.88
2000,4,8,31.8,-3.16,14.32,31.98,17.34,41.36,24.02,3.17,10.5,0.0,95.46,4.29,7.19,0.4,6.8,258.12
2000,4,9,29.69,-4.43,12.63,31.12,19.33,39.43,20.1,2.87,11.5,0.0,95.38,4.2,5.32,3.06,2.25,331.25
2000,4,10,31.14,-5.64,12.75,31.46,19.13,40.87,21.75,2.56,9.12,0.0,95.29,3.63,5.88,1.75,4.12,224.75
2000,4,11,31.19,-5.4,12.9,32.94,20.75,41.37,20.62,2.62,9.44,0.0,95.28,2.37,3.59,0.8,2.8,154.44
2000,4,12,32.35,-3.95,14.2,33.89,20.09,42.44,22.36,2.93,9.81,0.0,95.21,2.85,3.81,1.23,2.59,213.06
2000,4,13,33.5,-1.57,15.97,34.81,18.58,43.1,24.52,3.54,10.88,0.0,95.02,2.94,4.3,1.6,2.7,237.69
2000,4,14,33.03,2.99,18.01,34.56,17.95,42.05,24.09,5.0,16.25,0.0,94.92,5.11,6.96,3.37,3.59,299.5
2000,4,15,32.13,5.37,18.75,34.37,17.46,40.62,23.15,5.86,19.88,0.0,95.1,3.88,5.95,2.77,3.16,310.25
2000,4,16,32.18,1.41,16.8,34.15,17.77,41.24,23.47,4.52,15.94,0.0,95.25,2.52,3.33,0.78,2.55,189.5
2000,4,17,32.87,1.87,17.37,33.92,16.98,41.4,24.41,4.64,14.44,0.0,95.24,2.73,4.02,0.38,3.65,244.94
2000,4,18,33.08,0.72,16.9,35.14,17.53,42.4,24.86,4.27,13.81,0.0,95.29,3.9,5.25,3.12,2.12,296.62
2000,4,19,33.07,-0.96,16.05,34.75,17.87,42.4,24.53,3.72,12.12,0.0,95.36,4.67,7.16,2.12,5.04,278.0
2000,4,20,32.97,-0.91,16.03,34.67,18.64,42.49,23.85,3.72,11.75,0.0,95.24,4.81,6.73,2.96,3.77,306.06
2000,4,21,33.44,1.81,17.62,35.24,17.42,41.76,24.33,4.64,14.25,0.0,95.2,4.99,6.45,2.59,3.85,306.38
2000,4,22,33.05,6.97,20.01,34.4,12.98,39.94,26.96,6.53,20.5,0.0,95.25,5.38,7.4,3.34,4.05,283.88
2000,4,23,32.63,8.89,20.76,34.55,14.57,39.94,25.37,7.51,23.81,0.07,95.17,4.75,6.89,2.47,4.42,286.62
2000,4,24,33.96,8.58,21.26,35.75,14.47,41.36,26.89,7.32,21.81,0.0,95.04,6.05,8.52,3.38,5.15,277.06
2000,4,25,34.64,9.19,21.91,36.48,16.25,42.86,26.61,7.75,22.88,0.01,94.9,6.16,7.79,3.53,4.25,277.75
2000,4,26,35.23,8.64,21.93,37.2,17.41,43.94,26.52,7.57,22.62,0.0,94.87,6.02,7.86,4.33,3.54,275.75
2000,4,27,35.57,9.05,22.31,37.23,15.95,43.51,27.55,7.63,21.38,0.0,94.89,6.74,8.16,4.23,3.92,282.25
2000,4,28,35.29,7.27,21.28,37.21,16.44,43.39,26.95,6.71,19.31,0.0,94.94,6.33,7.65,5.17,2.48,283.19
2000,4,29,34.94,6.49,20.72,36.96,15.99,42.91,26.92,6.41,18.69,0.0,95.07,5.67,7.26,3.92,3.34,277.12
2000,4,30,33.55,-3.08,15.24,35.16,17.16,42.12,24.96,3.36,11.31,0.0,95.23,4.84,6.04,2.81,3.23,303.88
2000,5,1,33.4,-2.65,15.37,34.52,19.52,42.93,23.4,3.42,9.88,0.0,95.17,5.02,7.46,2.62,4.84,310.44
2000,5,2,34.65,2.05,18.35,36.56,19.03,44.16,25.13,4.64,13.81,0.0,95.17,4.3,5.78,3.09,2.69,308.81
2000,5,3,35.19,0.49,17.84,37.04,19.71,44.64,24.93,4.15,12.25,0.0,95.21,4.22,6.22,3.25,2.98,335.12
2000,5,4,35.3,0.72,18.01,37.28,18.75,44.76,26.01,4.21,12.5,0.0,95.15,4.54,6.38,3.27,3.11,164.69
2000,5,5,35.25,2.68,18.97,37.19,16.04,42.63,26.59,4.88,13.38,0.03,95.2,1.67,3.15,0.62,2.53,140.56
2000,5,6,35.86,5.22,20.54,37.83,15.3,43.51,28.21,5.8,15.94,0.68,95.15,2.27,4.12,0.68,3.45,266.69
2000,5,7,33.83,5.19,19.51,36.38,16.25,41.57,25.33,5.86,18.38,0.03,95.2,4.4,6.12,2.49,3.63,298.44
2000,5,8,33.98,9.27,21.62,36.91,14.94,40.84,25.9,7.69,23.94,0.02,95.18,2.3,3.73,0.72,3.02,210.5
2000,5,9,34.23,13.07,23.65,37.57,10.16,39.85,29.7,9.89,28.75,0.62,95.26,3.39,5.99,1.62,4.38,263.75
2000,5,10,33.39,15.21,24.3,36.55,10.98,39.39,28.4,11.41,35.5,0.05,95.2,4.54,8.06,2.38,5.69,279.69
2000,5,11,34.1,15.58,24.84,37.39,13.65,40.8,27.16,11.72,35.38,0.26,95.08,5.09,7.29,3.37,3.91,279.81
2000,5,12,33.62,16.02,24.82,37.02,12.86,40.05,27.2,12.02,36.5,0.01,95.12,5.13,7.11,2.81,4.3,272.38
2000,5,13,32.96,16.73,24.85,36.3,12.5,39.26,26.76,12.57,39.69,0.09,95.21,5.26,7.13,3.59,3.55,282.38
2000,5,14,31.23,17.87,24.55,33.56,10.55,37.07,26.52,13.49,46.44,7.63,95.25,5.3,7.27,2.52,4.76,306.62
2000,5,15,30.12,18.43,24.27,31.55,10.01,35.95,25.94,14.04,51.31,0.68,95.21,3.78,6.63,1.25,5.38,281.69
2000,5,16,32.71,17.24,24.98,35.51,14.7,39.7,25.0,13.0,42.81,0.01,95.07,5.88,8.09,3.81,4.28,267.88
2000,5,17,32.65,17.88,25.26,35.65,13.82,39.38,25.56,13.55,43.88,0.0,94.97,6.28,8.21,4.52,3.7,262.69
2000,5,18,30.2,18.9,24.55,31.87,6.91,34.11,27.2,14.59,52.44,0.0,94.9,5.02,6.89,3.45,3.45,231.56
2000,5,19,29.9,20.75,25.32,31.04,9.24,34.51,25.26,16.24,59.69,38.56,94.77,2.98,5.3,0.55,4.75,248.69
2000,5,20,30.78,21.24,26.01,32.58,13.62,37.98,24.36,16.78,60.56,1.06,94.85,5.34,7.94,3.06,4.88,269.94
2000,5,21,31.48,20.13,25.81,33.06,14.28,38.83,24.55,15.62,53.94,0.12,94.89,6.28,9.16,3.27,5.9,279.25
2000,5,22,32.26,19.15,25.71,33.74,14.44,39.99,25.55,14.77,49.88,0.53,94.87,6.36,9.39,3.49,5.91,276.88
2000,5,23,31.76,18.56,25.16,33.38,14.45,39.19,24.75,14.22,49.0,0.27,94.9,5.74,8.57,3.08,5.49,277.75
2000,5,24,32.23,16.59,24.41,33.47,14.76,40.13,25.37,12.57,42.44,0.0,94.86,6.48,8.65,3.65,4.99,277.94
2000,5,25,32.29,17.51,24.9,33.68,14.7,39.74,25.04,13.24,43.88,0.0,94.82,6.66,9.51,4.02,5.49,272.25
2000,5,26,32.86,17.84,25.35,34.66,15.56,40.75,25.19,13.61,43.81,0.0,94.67,5.9,8.98,3.19,5.8,270.38
2000,5,27,33.4,16.07,24.73,35.59,14.56,41.1,26.54,12.21,38.75,0.0,94.77,5.07,8.86,2.28,6.58,260.5
2000,5,28,34.3,15.16,24.73,36.86,15.49,41.64,26.15,11.41,34.06,0.41,94.85,3.69,6.33,2.03,4.3,280.19
2000,5,29,35.16,14.19,24.68,38.0,14.09,42.33,28.24,10.68,30.19,0.29,94.94,4.77,6.56,3.09,3.46,296.88
2000,5,30,33.57,18.53,26.05,36.62,13.14,40.09,26.95,14.16,43.5,0.08,95.03,5.15,7.16,3.44,3.72,297.69
2000,5,31,33.33,18.42,25.87,35.84,11.76,39.2,27.44,14.04,43.25,0.25,94.98,5.14,7.53,3.42,4.12,285.25
2000,6,1,34.07,17.83,25.94,38.0,13.58,40.13,26.55,13.55,40.62,0.0,94.8,3.47,6.0,1.61,4.39,299.75
2000,6,2,35.23,17.9,26.57,38.58,12.55,40.97,28.42,13.61,37.38,0.02,94.73,3.01,6.45,0.69,5.75,278.31
2000,6,3,34.37,19.75,27.06,36.19,12.07,40.73,28.65,15.5,45.38,9.89,94.61,4.13,5.88,1.88,3.99,271.31
2000,6,4,33.69,18.46,26.08,34.76,12.8,40.08,27.29,14.22,43.81,0.57,94.51,4.15,6.84,2.05,4.8,21.31
2000,6,5,34.31,18.48,26.4,35.56,11.82,39.75,27.93,14.16,41.38,0.28,94.37,4.98,6.74,2.98,3.76,60.12
2000,6,6,33.82,19.04,26.43,36.2,10.56,38.95,28.38,14.71,43.25,1.1,94.12,4.23,6.61,2.45,4.16,63.75
2000,6,7,30.61,22.08,26.34,32.42,7.77,34.47,26.69,17.76,61.88,9.4,94.2,3.85,6.24,1.0,5.24,204.38
2000,6,8,29.87,22.26,26.07,32.38,10.48,35.57,25.08,17.88,66.19,5.43,94.53,3.59,6.7,1.22,5.49,197.19
2000,6,9,29.9,22.03,25.97,31.28,9.3,34.93,25.63,17.58,64.81,0.68,94.73,4.52,6.04,2.44,3.6,249.44
2000,6,10,31.28,20.56,25.92,33.26,13.93,37.94,24.01,16.05,55.88,0.05,94.75,4.28,7.38,1.99,5.39,279.69
2000,6,11,32.39,18.9,25.65,34.31,14.51,39.32,24.81,14.53,48.0,0.06,94.75,5.64,7.17,3.9,3.27,282.5
2000,6,12,30.38,20.94,25.65,31.49,9.8,35.01,25.21,16.42,58.25,17.62,94.81,5.37,8.16,3.1,5.06,273.62
2000,6,13,29.97,21.1,25.53,31.81,10.91,35.8,24.89,16.6,61.12,2.87,94.82,5.97,8.78,4.34,4.44,254.56
2000,6,14,30.55,20.5,25.52,31.98,11.36,36.55,25.19,15.99,57.44,0.49,94.85,5.89,8.62,3.72,4.9,254.5
2000,6,15,30.26,19.92,25.09,31.6,10.83,36.12,25.3,15.44,56.12,0.0,94.84,5.65,8.55,3.57,4.98,258.44
2000,6,16,31.5,19.55,25.52,33.15,12.66,38.13,25.48,15.08,51.62,0.2,94.74,5.72,8.45,3.73,4.71,267.69
2000,6,17,31.92,18.61,25.26,33.17,12.8,38.38,25.58,14.22,47.44,0.2,94.71,6.98,9.95,4.84,5.11,276.19
2000,6,18,32.5,17.73,25.11,33.6,15.03,40.1,25.07,13.61,45.44,1.73,94.54,6.09,9.2,3.0,6.2,305.62
2000,6,19,30.4,20.39,25.39,31.2,10.11,35.9,25.8,15.99,57.5,4.95,94.62,3.18,5.04,1.78,3.26,214.31
2000,6,20,27.38,21.44,24.41,27.58,7.45,32.2,24.75,17.03,71.81,3.75,94.67,5.01,9.34,0.5,8.84,210.88
